substrate,ko_gene,ko_gene_name,ko_type,ko_reaction,rescue_reaction,rescue_rxn_name,match_key,match_type,rescue_source,rescue_layer,rescue_gene_rule,rescued_biomass,wt_biomass,pct_rescue,n_rescue_variants,n_ko_reactions
L-Malic Acid,b3731,atpC,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
L-Malic Acid,b3732,atpD,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
L-Malic Acid,b3732,atpD,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
L-Malic Acid,b3733,atpG,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
L-Malic Acid,b3733,atpG,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
L-Malic Acid,b3734,atpA,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
L-Malic Acid,b3734,atpA,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
L-Malic Acid,b3735,atpH,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
L-Malic Acid,b3735,atpH,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
L-Malic Acid,b3736,atpF,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
L-Malic Acid,b3736,atpF,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
L-Malic Acid,b3737,atpE,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
L-Malic Acid,b3737,atpE,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
L-Malic Acid,b3738,atpB,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
L-Malic Acid,b3738,atpB,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
L-Rhamnose,b1779,gapA,single,GAPD,GAPD_1,Glyceraldehyde-3-phosphate dehydrogenase,bigg:GAPD,bigg,universal_model,2,,0.64547,0.64547,100.0,1,1
L-Rhamnose,b1779,gapA,single,GAPD,GAPDHf; GAPDHh; GAPDHm,"Glyceraldehyde-3-phosphate dehydrogenase (NAD). flagellar; Glyceraldehyde 3-phosphate dehydrogenase (NAD), mitochondria; Glyceraldehyde 3-phosphate dehydrogenase (NAD)",ec:1.2.1.12,ec,universal_model,2,,0.64547,0.64547,100.0,3,1
L-Rhamnose,b1779,gapA,single,GAPD,GAPDH_nadp_hi; GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating); Glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),ec:1.2.1.59,ec,universal_model,2,,0.64547,0.64547,100.0,2,1
L-Rhamnose,b2779,eno,single,ENO,ENOf; ENOm; MNXR1898; MNXR74234,"kegg:R04206; rhea:10164; Enolase, mitochondria; Enolase, flagellar",ec:4.2.1.11,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.64547,0.64547,100.0,4,1
L-Rhamnose,b2926,pgk,single,PGK,MNXR4189; PGKf; PGKh; PGKm,"rhea:14801; Phosphoglycerate kinase, mitochondrial; Phosphoglycerate kinase, flagellar; Phosphoglycerate kinase, chloroplast",ec:2.7.2.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.64547,0.64547,100.0,4,1
L-Rhamnose,b3902,rhaD,single,RMPA,FBA4; MNXR55400; MNXR84117,rhea:19689; metacyc:DARABALDOL-RXN; D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,ec:4.1.2.19,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.64547,0.64547,100.0,3,1
L-Rhamnose,b3903,rhaA,single,RMI,MNXR4630,rhea:23160,ec:5.3.1.14,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.64547,0.64547,100.0,1,1
L-Rhamnose,b3904,rhaB,single,RMK,MNXR4631; MNXR73818,kegg:R01902; rhea:20117,ec:2.7.1.5,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.64547,0.64547,100.0,2,1
L-Rhamnose,b3907,rhaT,single,RMNtpp,RMNt,L-rhamnose transport via proton symport,mnx:MNXR104041,mnx,iJR904,2,b3907,0.64547,0.64547,100.0,1,1
L-Rhamnose,b3919,tpiA,single,TPI,MNXR51088; TPIh,rhea:18585; Triosephosphate isomerase,ec:5.3.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.64547,0.64547,100.0,2,1
L-Serine,b1702,ppsA,single,PPS,MNXR4414,rhea:11364,ec:2.7.9.2,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.30869,0.30869,100.0,1,1
L-Serine,b1779,gapA,single,GAPD,GAPD_1,Glyceraldehyde-3-phosphate dehydrogenase,bigg:GAPD,bigg,universal_model,2,,0.30869,0.30869,100.0,1,1
L-Serine,b1779,gapA,single,GAPD,GAPDHf; GAPDHh; GAPDHm,"Glyceraldehyde-3-phosphate dehydrogenase (NAD). flagellar; Glyceraldehyde 3-phosphate dehydrogenase (NAD), mitochondria; Glyceraldehyde 3-phosphate dehydrogenase (NAD)",ec:1.2.1.12,ec,universal_model,2,,0.30869,0.30869,100.0,3,1
L-Serine,b1779,gapA,single,GAPD,GAPDH_nadp_hi; GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating); Glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),ec:1.2.1.59,ec,universal_model,2,,0.30869,0.30869,100.0,2,1
L-Serine,b2779,eno,single,ENO,ENOf; ENOm; MNXR1898; MNXR74234,"kegg:R04206; rhea:10164; Enolase, mitochondria; Enolase, flagellar",ec:4.2.1.11,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.30869,0.30869,100.0,4,1
L-Serine,b2926,pgk,single,PGK,MNXR4189; PGKf; PGKh; PGKm,"rhea:14801; Phosphoglycerate kinase, mitochondrial; Phosphoglycerate kinase, flagellar; Phosphoglycerate kinase, chloroplast",ec:2.7.2.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.30869,0.30869,100.0,4,1
L-Serine,b3731,atpC,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.30869,0.30869,100.0,1,1
L-Serine,b3731,atpC,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.30869,0.30869,100.0,11,1
L-Serine,b3732,atpD,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.30869,0.30869,100.0,1,1
L-Serine,b3732,atpD,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.30869,0.30869,100.0,11,1
L-Serine,b3733,atpG,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.30869,0.30869,100.0,1,1
L-Serine,b3733,atpG,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.30869,0.30869,100.0,11,1
L-Serine,b3734,atpA,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.30869,0.30869,100.0,1,1
L-Serine,b3734,atpA,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.30869,0.30869,100.0,11,1
L-Serine,b3735,atpH,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.30869,0.30869,100.0,1,1
L-Serine,b3735,atpH,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.30869,0.30869,100.0,11,1
L-Serine,b3736,atpF,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.30869,0.30869,100.0,1,1
L-Serine,b3736,atpF,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.30869,0.30869,100.0,11,1
L-Serine,b3737,atpE,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.30869,0.30869,100.0,1,1
L-Serine,b3737,atpE,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.30869,0.30869,100.0,11,1
L-Serine,b3738,atpB,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.30869,0.30869,100.0,1,1
L-Serine,b3738,atpB,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.30869,0.30869,100.0,11,1
Lactose,b2132,bglX,single,LACZpp,LACZ; LACZe; LACZly; LCGH,"B-galactosidase; B-galactosidase, extracellular; B-galactosidase,lysosomal; Lactose galactohydrolase",ec:3.2.1.108,ec,iML1515; universal_model,1,b0344,0.80914,0.80914,100.0,4,1
Lactose,b2132,bglX,single,LACZpp,MNXR36150; MNXR59478; MNXR59713; MNXR85260; r0737,rhea:33787; kegg:R05112; kegg:R04633; kegg:R03355; 3-Ketolactose galactohydrolase Galactose metabolism EC:3.2.1.23,ec:3.2.1.23,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.80914,0.80914,100.0,5,1
Maltose,b2388,glk,single,HEX1,HEX1_1,Hexokinase (D-glucose:ATP),bigg:HEX1,bigg,universal_model,2,,1.10711,1.10711,100.0,1,1
Maltose,b2388,glk,single,HEX1,ABFPT; ABFPTh; AM6PTh; GLUKA; GLUKAh; HEX10; HEX7; MNXR11794; MNXR15182; MNXR59240; MNXR59300; MNXR59413; MNXR59417; MNXR73684; MNXR73729; MNXR73755; MNXR73821; MNXR73976; MNXR73980; MNXR84820; MNXR84834; r0354; r0355; r0360; r0361; r0363; r0364,"Hexokinase (D-fructose:ATP); kegg:R01139; kegg:R02868; kegg:R01140; kegg:R01964; kegg:R02865; kegg:R00725; kegg:R01327; kegg:R01965; metacyc:HEXOKINASE-RXN; kegg:R02850; kegg:R02849; kegg:R01330; kegg:R00876; kegg:R02867; Hexokinase (D-glucosamine:ATP); ATP:D-mannose 6-phosphotransferase, chloroplast; Glucokinase/hexokinase (glc-A); Glucokinase/hexokinase, chloroplast (glc-A); Glycolysis / Glyconeogenesis EC:2.7.1.1; ATP:D-fructose 6-phosphotransferase; ATP:D-fructose 6-phosphotransferase, chloroplast",ec:2.7.1.1,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b0394,1.10711,1.10711,100.0,27,1
Maltose,b2388,glk,single,HEX1,GLUK,Glucokinase,ec:2.7.1.2,ec,universal_model,2,,1.10711,1.10711,100.0,1,1
Maltose,b3416,malQ,single,AMALT1; AMALT2; AMALT3; AMALT4,AMALT1; AMALT2; AMALT3; AMALT4; MNXR81670; MNXR81671,Amylomaltase (maltotriose); Amylomaltase (maltotetraose); Amylomaltase (maltohexaose); metacyc:AMYLOMALT-RXN; metacyc:RXN-14260; Amylomaltase (maltopentaose),ec:2.4.1.25,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda,1,b3416,1.10711,1.10711,100.0,6,4
Maltose,b4032,malG,single,MALTabcpp,ATPPHm; ATPS; MALTabc; NTP1,"Nucleoside-triphosphatase (ATP); Maltose transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.19,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,1.10711,1.10711,100.0,4,1
Maltose,b4033,malF,single,MALTabcpp,ATPPHm; ATPS; MALTabc; NTP1,"Nucleoside-triphosphatase (ATP); Maltose transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.19,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,1.10711,1.10711,100.0,4,1
Maltose,b4034,malE,single,MALTabcpp,ATPPHm; ATPS; MALTabc; NTP1,"Nucleoside-triphosphatase (ATP); Maltose transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.19,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,1.10711,1.10711,100.0,4,1
Maltose,b4035,malK,single,MALTabcpp,ATPPHm; ATPS; MALTabc; NTP1,"Nucleoside-triphosphatase (ATP); Maltose transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.19,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,1.10711,1.10711,100.0,4,1
Maltose,b4036,lamB,single,MALTtexi,MALTt1r,Maltose transport (uniport),mnx:MNXR101364,mnx,universal_model,2,,1.10711,1.10711,100.0,1,1
Maltotriose,b0403,malZ,single,MLTG1,AATHA; DGGH; MALT; MALTe; MALTly; MLTG1e; MLTG1ly; MLTG3; MLTG4; MLTG5; MNXR14508; MNXR26726; MNXR26727; MNXR55721; RE0926E; RE0935E; RE0944E; SAGH; SGHA; SUCR; SUCRe,"Maltodextrin glucosidase (maltopentaose); Maltodextrin glucosidase (maltohexaose); Maltodextrin glucosidase (maltoheptaose); metacyc:RXN0-5183; kegg:R00028; rhea:29643; rhea:29639; Alpha D glucoside glucohydrase; Sucrose hydrolyzing enxyme  extracellular; Alpha-glucosidase, lysosomal; Maltodextrin glucosidase (maltotriose), lysosome; Sucrose glucohydrolase (glc-A); Alpha-Amylase; Alpha glucosidase; Sucrose hydrolyzing enzyme; Alpha-glucosidase, extracellular; Maltodextrin glucosidase (maltotriose), extracellular; Alpha,alpha-trehalase (glc-A); Sucrose alpha-glucohydrolase",ec:3.2.1.20,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b0403,1.35947,1.35947,100.0,21,1
Maltotriose,b2388,glk,single,HEX1,HEX1_1,Hexokinase (D-glucose:ATP),bigg:HEX1,bigg,universal_model,2,,1.35947,1.35947,100.0,1,1
Maltotriose,b2388,glk,single,HEX1,ABFPT; ABFPTh; AM6PTh; GLUKA; GLUKAh; HEX10; HEX7; MNXR11794; MNXR15182; MNXR59240; MNXR59300; MNXR59413; MNXR59417; MNXR73684; MNXR73729; MNXR73755; MNXR73821; MNXR73976; MNXR73980; MNXR84820; MNXR84834; r0354; r0355; r0360; r0361; r0363; r0364,"Hexokinase (D-fructose:ATP); kegg:R01139; kegg:R02868; kegg:R01140; kegg:R01964; kegg:R02865; kegg:R00725; kegg:R01327; kegg:R01965; metacyc:HEXOKINASE-RXN; kegg:R02850; kegg:R02849; kegg:R01330; kegg:R00876; kegg:R02867; Hexokinase (D-glucosamine:ATP); ATP:D-mannose 6-phosphotransferase, chloroplast; Glucokinase/hexokinase (glc-A); Glucokinase/hexokinase, chloroplast (glc-A); Glycolysis / Glyconeogenesis EC:2.7.1.1; ATP:D-fructose 6-phosphotransferase; ATP:D-fructose 6-phosphotransferase, chloroplast",ec:2.7.1.1,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b0394,1.35947,1.35947,100.0,27,1
Maltotriose,b2388,glk,single,HEX1,GLUK,Glucokinase,ec:2.7.1.2,ec,universal_model,2,,1.35947,1.35947,100.0,1,1
Maltotriose,b3416,malQ,single,AMALT1; AMALT2; AMALT3; AMALT4,AMALT1; AMALT2; AMALT3; AMALT4; MNXR81670; MNXR81671,Amylomaltase (maltotriose); Amylomaltase (maltotetraose); Amylomaltase (maltohexaose); metacyc:AMYLOMALT-RXN; metacyc:RXN-14260; Amylomaltase (maltopentaose),ec:2.4.1.25,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda,1,b3416,1.35947,1.35947,100.0,6,4
Maltotriose,b4032,malG,single,MALTTRabcpp,CA2abc; CA2abc1; CA2abc1pp; CA2abcpp; CU2abcpp; CU2abcu_syn; Cut1; IDONt2r; IDONt2rpp; MALTTRabc; MALTTTRabc; MALTTTRabcpp,"Maltotetraose transport via ABC system (periplasm); L-idonate transport via proton symport, reversible (periplasm); Copper (Cu+2) ABC transporter (periplasm); L-idonate transport via proton symport, reversible; Maltotriose transport via ABC system; Maltotetraose transport via ABC system; Calcium transport via ABC system; Copper export via ATPase; Calcium transport via ABC system (periplasm); Calcium efflux  via ABC system",ec:3.6.3,ec,iJR904; iML1515; universal_model,1,b4033 and b4032 and b4034 and b4035,1.35947,1.35947,100.0,12,1
Maltotriose,b4033,malF,single,MALTTRabcpp,CA2abc; CA2abc1; CA2abc1pp; CA2abcpp; CU2abcpp; CU2abcu_syn; Cut1; IDONt2r; IDONt2rpp; MALTTRabc; MALTTTRabc; MALTTTRabcpp,"Maltotetraose transport via ABC system (periplasm); L-idonate transport via proton symport, reversible (periplasm); Copper (Cu+2) ABC transporter (periplasm); L-idonate transport via proton symport, reversible; Maltotriose transport via ABC system; Maltotetraose transport via ABC system; Calcium transport via ABC system; Copper export via ATPase; Calcium transport via ABC system (periplasm); Calcium efflux  via ABC system",ec:3.6.3,ec,iJR904; iML1515; universal_model,1,b4033 and b4032 and b4034 and b4035,1.35947,1.35947,100.0,12,1
Maltotriose,b4034,malE,single,MALTTRabcpp,CA2abc; CA2abc1; CA2abc1pp; CA2abcpp; CU2abcpp; CU2abcu_syn; Cut1; IDONt2r; IDONt2rpp; MALTTRabc; MALTTTRabc; MALTTTRabcpp,"Maltotetraose transport via ABC system (periplasm); L-idonate transport via proton symport, reversible (periplasm); Copper (Cu+2) ABC transporter (periplasm); L-idonate transport via proton symport, reversible; Maltotriose transport via ABC system; Maltotetraose transport via ABC system; Calcium transport via ABC system; Copper export via ATPase; Calcium transport via ABC system (periplasm); Calcium efflux  via ABC system",ec:3.6.3,ec,iJR904; iML1515; universal_model,1,b4033 and b4032 and b4034 and b4035,1.35947,1.35947,100.0,12,1
Maltotriose,b4035,malK,single,MALTTRabcpp,CA2abc; CA2abc1; CA2abc1pp; CA2abcpp; CU2abcpp; CU2abcu_syn; Cut1; IDONt2r; IDONt2rpp; MALTTRabc; MALTTTRabc; MALTTTRabcpp,"Maltotetraose transport via ABC system (periplasm); L-idonate transport via proton symport, reversible (periplasm); Copper (Cu+2) ABC transporter (periplasm); L-idonate transport via proton symport, reversible; Maltotriose transport via ABC system; Maltotetraose transport via ABC system; Calcium transport via ABC system; Copper export via ATPase; Calcium transport via ABC system (periplasm); Calcium efflux  via ABC system",ec:3.6.3,ec,iJR904; iML1515; universal_model,1,b4033 and b4032 and b4034 and b4035,1.35947,1.35947,100.0,12,1
Maltotriose,b4036,lamB,single,MALTTRtexi,MALTTRtexi,Maltotriose transport via diffusion (extracellular to periplasm) irreversible,direct_restore,direct_restore,no_library_analogue,0,b4036,1.35947,1.35947,100.0,1,1
Mucic Acid,b0514,glxK,single,GLYCK,GLYCK_1,Glycerate kinase,bigg:GLYCK,bigg,universal_model,2,,0.60246,0.60246,100.0,1,1
Mucic Acid,b0514,glxK,single,GLYCK,GLYCK2; GLYPT; MNXR2756; r0340,"Glycerate kinase; rhea:23516; ATP:(R)-glycerate 3-phosphotransferase; ATP:(R)-glycerate 3-phosphotransferase Glycine, serine and threonine metabolism EC:2.7.1.31",ec:2.7.1.31,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b3124,0.60246,0.60246,100.0,4,1
Mucic Acid,b1779,gapA,single,GAPD,GAPD_1,Glyceraldehyde-3-phosphate dehydrogenase,bigg:GAPD,bigg,universal_model,2,,0.60246,0.60246,100.0,1,1
