substrate,gene1,gene2,gene1_name,gene2_name,ko_type,wt_growth
2-DeoxyAdenosine,b0870,b2551,ltaE,glyA,double,0.8327
2-DeoxyAdenosine,b3059,b4041,plsY,plsB,double,0.8327
2-DeoxyAdenosine,b0155,b1592,clcA,clcB,double,0.8327
2-DeoxyAdenosine,b2465,b2935,tktB,tktA,double,0.8327
2-DeoxyAdenosine,b0002,b3940,thrA,metL,double,0.8327
2-DeoxyAdenosine,b0907,b2551,serC,glyA,double,0.8327
2-DeoxyAdenosine,b0238,b2508,gpt,guaB,double,0.8327
2-DeoxyAdenosine,b0073,b1800,leuB,dmlA,double,0.8327
2-DeoxyAdenosine,b0870,b0907,ltaE,serC,double,0.8327
2-DeoxyAdenosine,b0674,b3744,asnB,asnA,double,0.8327
2-DeoxyAdenosine,b0077,b3671,ilvI,ilvB,double,0.8327
2-DeoxyAdenosine,b0765,b2424,modC,cysU,double,0.8327
2-DeoxyAdenosine,b0763,b2424,modA,cysU,double,0.8327
2-DeoxyAdenosine,b0844,b3812,ybjI,yigB,double,0.8327
2-DeoxyAdenosine,b1761,b3213,gdhA,gltD,double,0.8327
2-DeoxyAdenosine,b1702,b2779,ppsA,eno,double,0.8327
2-DeoxyAdenosine,b0171,b0910,pyrH,cmk,double,0.8327
2-DeoxyAdenosine,b0126,b0339,can,cynT,double,0.8327
2-DeoxyAdenosine,b0684,b2895,fldA,fldB,double,0.8327
2-DeoxyAdenosine,b0078,b3671,ilvH,ilvB,double,0.8327
2-DeoxyAdenosine,b1378,b3924,pfo,fpr,double,0.8327
2-DeoxyAdenosine,b1190,b4053,dadX,alr,double,0.8327
2-DeoxyAdenosine,b0032,b0521,carA,ybcF,double,0.8327
2-DeoxyAdenosine,b0118,b1276,acnB,acnA,double,0.8327
2-DeoxyAdenosine,b1849,b2500,purT,purN,double,0.8327
2-DeoxyAdenosine,b0870,b2320,ltaE,pdxB,double,0.8327
2-DeoxyAdenosine,b0764,b2422,modB,cysA,double,0.8327
2-DeoxyAdenosine,b1852,b3386,zwf,rpe,double,0.8327
2-DeoxyAdenosine,b0954,b2836,fabA,aas,double,0.8327
2-DeoxyAdenosine,b0767,b3386,pgl,rpe,double,0.8327
2-DeoxyAdenosine,b0149,b3396,mrcB,mrcA,double,0.8327
2-DeoxyAdenosine,b0099,b1865,mutT,nudB,double,0.8327
2-DeoxyAdenosine,b2551,b4388,glyA,serB,double,0.8327
2-DeoxyAdenosine,b1622,b3008,malY,metC,double,0.8327
2-DeoxyAdenosine,b0452,b0954,tesB,fabA,double,0.8327
2-DeoxyAdenosine,b1702,b1779,ppsA,gapA,double,0.8327
2-DeoxyAdenosine,b2508,b2867,guaB,xdhB,double,0.8327
2-DeoxyAdenosine,b2708,b3197,srlQ,kdsD,double,0.8327
2-DeoxyAdenosine,b0078,b3670,ilvH,ilvN,double,0.8327
2-DeoxyAdenosine,b0033,b0521,carB,ybcF,double,0.8327
2-DeoxyAdenosine,b2582,b3781,trxC,trxA,double,0.8327
N-Acetyl-D-Glucosamine,b0388,b3390,aroL,aroK,double,0.8297
N-Acetyl-D-Glucosamine,b0765,b2422,modC,cysA,double,0.8297
N-Acetyl-D-Glucosamine,b0928,b4054,aspC,tyrB,double,0.8297
N-Acetyl-D-Glucosamine,b3117,b3772,tdcB,ilvA,double,0.8297
N-Acetyl-D-Glucosamine,b2508,b2868,guaB,xdhC,double,0.8297
N-Acetyl-D-Glucosamine,b0048,b1606,folA,folM,double,0.8297
N-Acetyl-D-Glucosamine,b1779,b3738,gapA,atpB,double,0.8297
N-Acetyl-D-Glucosamine,b2926,b3732,pgk,atpD,double,0.8297
N-Acetyl-D-Glucosamine,b0764,b2423,modB,cysW,double,0.8297
N-Acetyl-D-Glucosamine,b2414,b2421,cysK,cysM,double,0.8297
N-Acetyl-D-Glucosamine,b1692,b3281,ydiB,aroE,double,0.8297
N-Acetyl-D-Glucosamine,b2926,b3734,pgk,atpA,double,0.8297
N-Acetyl-D-Glucosamine,b0155,b1592,clcA,clcB,double,0.8297
N-Acetyl-D-Glucosamine,b2465,b2935,tktB,tktA,double,0.8297
N-Acetyl-D-Glucosamine,b1779,b3731,gapA,atpC,double,0.8297
N-Acetyl-D-Glucosamine,b0907,b2551,serC,glyA,double,0.8297
N-Acetyl-D-Glucosamine,b1779,b3736,gapA,atpF,double,0.8297
N-Acetyl-D-Glucosamine,b0870,b0907,ltaE,serC,double,0.8297
N-Acetyl-D-Glucosamine,b1779,b3737,gapA,atpE,double,0.8297
N-Acetyl-D-Glucosamine,b1702,b3919,ppsA,tpiA,double,0.8297
N-Acetyl-D-Glucosamine,b1702,b2779,ppsA,eno,double,0.8297
N-Acetyl-D-Glucosamine,b0126,b0339,can,cynT,double,0.8297
N-Acetyl-D-Glucosamine,b1779,b3732,gapA,atpD,double,0.8297
N-Acetyl-D-Glucosamine,b2926,b3738,pgk,atpB,double,0.8297
N-Acetyl-D-Glucosamine,b0684,b2895,fldA,fldB,double,0.8297
N-Acetyl-D-Glucosamine,b2779,b3735,eno,atpH,double,0.8297
N-Acetyl-D-Glucosamine,b2779,b3733,eno,atpG,double,0.8297
N-Acetyl-D-Glucosamine,b2779,b3737,eno,atpE,double,0.8297
N-Acetyl-D-Glucosamine,b2779,b3731,eno,atpC,double,0.8297
N-Acetyl-D-Glucosamine,b0954,b2836,fabA,aas,double,0.8297
N-Acetyl-D-Glucosamine,b0149,b3396,mrcB,mrcA,double,0.8297
N-Acetyl-D-Glucosamine,b0099,b1865,mutT,nudB,double,0.8297
N-Acetyl-D-Glucosamine,b1622,b3008,malY,metC,double,0.8297
N-Acetyl-D-Glucosamine,b2508,b2867,guaB,xdhB,double,0.8297
N-Acetyl-D-Glucosamine,b0032,b0521,carA,ybcF,double,0.8297
N-Acetyl-D-Glucosamine,b1779,b3733,gapA,atpG,double,0.8297
N-Acetyl-D-Glucosamine,b3829,b4019,metE,metH,double,0.8297
N-Acetyl-D-Glucosamine,b2551,b2913,glyA,serA,double,0.8297
N-Acetyl-D-Glucosamine,b3386,b4025,rpe,pgi,double,0.8297
N-Acetyl-D-Glucosamine,b0954,b3846,fabA,fadB,double,0.8297
N-Acetyl-D-Glucosamine,b2508,b2866,guaB,xdhA,double,0.8297
N-Acetyl-D-Glucosamine,b2029,b3386,gnd,rpe,double,0.8297
N-Acetyl-D-Glucosamine,b0763,b2422,modA,cysA,double,0.8297
N-Acetyl-D-Glucosamine,b0870,b2551,ltaE,glyA,double,0.8297
N-Acetyl-D-Glucosamine,b0073,b1800,leuB,dmlA,double,0.8297
N-Acetyl-D-Glucosamine,b0002,b3940,thrA,metL,double,0.8297
N-Acetyl-D-Glucosamine,b0238,b2508,gpt,guaB,double,0.8297
N-Acetyl-D-Glucosamine,b2926,b3735,pgk,atpH,double,0.8297
N-Acetyl-D-Glucosamine,b0077,b3671,ilvI,ilvB,double,0.8297
N-Acetyl-D-Glucosamine,b0171,b0910,pyrH,cmk,double,0.8297
N-Acetyl-D-Glucosamine,b1190,b4053,dadX,alr,double,0.8297
N-Acetyl-D-Glucosamine,b0118,b1276,acnB,acnA,double,0.8297
N-Acetyl-D-Glucosamine,b0764,b2422,modB,cysA,double,0.8297
N-Acetyl-D-Glucosamine,b1852,b3386,zwf,rpe,double,0.8297
N-Acetyl-D-Glucosamine,b2779,b3732,eno,atpD,double,0.8297
N-Acetyl-D-Glucosamine,b0763,b2424,modA,cysU,double,0.8297
N-Acetyl-D-Glucosamine,b1761,b3213,gdhA,gltD,double,0.8297
N-Acetyl-D-Glucosamine,b1702,b1779,ppsA,gapA,double,0.8297
N-Acetyl-D-Glucosamine,b0033,b0521,carB,ybcF,double,0.8297
N-Acetyl-D-Glucosamine,b0092,b0381,ddlB,ddlA,double,0.8297
N-Acetyl-D-Glucosamine,b1096,b4039,pabC,ubiC,double,0.8297
N-Acetyl-D-Glucosamine,b0764,b2424,modB,cysU,double,0.8297
N-Acetyl-D-Glucosamine,b0273,b4254,argF,argI,double,0.8297
N-Acetyl-D-Glucosamine,b0763,b2423,modA,cysW,double,0.8297
N-Acetyl-D-Glucosamine,b2926,b3737,pgk,atpE,double,0.8297
N-Acetyl-D-Glucosamine,b0765,b2423,modC,cysW,double,0.8297
N-Acetyl-D-Glucosamine,b2926,b3736,pgk,atpF,double,0.8297
N-Acetyl-D-Glucosamine,b2926,b3731,pgk,atpC,double,0.8297
N-Acetyl-D-Glucosamine,b1779,b3734,gapA,atpA,double,0.8297
N-Acetyl-D-Glucosamine,b0679,b1101,nagE,ptsG,double,0.8297
N-Acetyl-D-Glucosamine,b1849,b2500,purT,purN,double,0.8297
N-Acetyl-D-Glucosamine,b0767,b3386,pgl,rpe,double,0.8297
N-Acetyl-D-Glucosamine,b0078,b3670,ilvH,ilvN,double,0.8297
N-Acetyl-D-Glucosamine,b1702,b2926,ppsA,pgk,double,0.8297
N-Acetyl-D-Glucosamine,b2436,b3867,hemF,hemN,double,0.8297
N-Acetyl-D-Glucosamine,b2779,b3738,eno,atpB,double,0.8297
N-Acetyl-D-Glucosamine,b0077,b3670,ilvI,ilvN,double,0.8297
N-Acetyl-D-Glucosamine,b2235,b4238,nrdB,nrdD,double,0.8297
N-Acetyl-D-Glucosamine,b0679,b2417,nagE,crr,double,0.8297
N-Acetyl-D-Glucosamine,b1090,b4041,plsX,plsB,double,0.8297
N-Acetyl-D-Glucosamine,b2779,b3736,eno,atpF,double,0.8297
N-Acetyl-D-Glucosamine,b1761,b3212,gdhA,gltB,double,0.8297
N-Acetyl-D-Glucosamine,b2234,b4238,nrdA,nrdD,double,0.8297
N-Acetyl-D-Glucosamine,b1779,b3735,gapA,atpH,double,0.8297
N-Acetyl-D-Glucosamine,b3059,b4041,plsY,plsB,double,0.8297
N-Acetyl-D-Glucosamine,b0674,b3744,asnB,asnA,double,0.8297
N-Acetyl-D-Glucosamine,b0765,b2424,modC,cysU,double,0.8297
N-Acetyl-D-Glucosamine,b0844,b3812,ybjI,yigB,double,0.8297
N-Acetyl-D-Glucosamine,b2779,b3734,eno,atpA,double,0.8297
N-Acetyl-D-Glucosamine,b0078,b3671,ilvH,ilvB,double,0.8297
N-Acetyl-D-Glucosamine,b1378,b3924,pfo,fpr,double,0.8297
N-Acetyl-D-Glucosamine,b0870,b2320,ltaE,pdxB,double,0.8297
N-Acetyl-D-Glucosamine,b2926,b3733,pgk,atpG,double,0.8297
N-Acetyl-D-Glucosamine,b2551,b4388,glyA,serB,double,0.8297
N-Acetyl-D-Glucosamine,b0452,b0954,tesB,fabA,double,0.8297
N-Acetyl-D-Glucosamine,b2708,b3197,srlQ,kdsD,double,0.8297
N-Acetyl-D-Glucosamine,b2582,b3781,trxC,trxA,double,0.8297
Uridine,b3665,b3731,adeD,atpC,double,0.6435
Uridine,b0388,b3390,aroL,aroK,double,0.6435
Uridine,b0765,b2422,modC,cysA,double,0.6435
Uridine,b0928,b4054,aspC,tyrB,double,0.6435
Uridine,b2066,b3831,udk,udp,double,0.6435
Uridine,b3732,b3831,atpD,udp,double,0.6435
Uridine,b3117,b3772,tdcB,ilvA,double,0.6435
Uridine,b0477,b3732,gsk,atpD,double,0.6435
Uridine,b0477,b2066,gsk,udk,double,0.6435
Uridine,b3731,b3831,atpC,udp,double,0.6435
Uridine,b1982,b3738,amn,atpB,double,0.6435
Uridine,b2508,b2868,guaB,xdhC,double,0.6435
Uridine,b0048,b1606,folA,folM,double,0.6435
Uridine,b1779,b3738,gapA,atpB,double,0.6435
Uridine,b2926,b3732,pgk,atpD,double,0.6435
Uridine,b0764,b2423,modB,cysW,double,0.6435
Uridine,b2414,b2421,cysK,cysM,double,0.6435
Uridine,b3386,b3736,rpe,atpF,double,0.6435
Uridine,b2926,b3734,pgk,atpA,double,0.6435
Uridine,b0155,b1592,clcA,clcB,double,0.6435
Uridine,b1982,b3736,amn,atpF,double,0.6435
Uridine,b2465,b2935,tktB,tktA,double,0.6435
Uridine,b1779,b3731,gapA,atpC,double,0.6435
Uridine,b0907,b2551,serC,glyA,double,0.6435
Uridine,b1779,b3736,gapA,atpF,double,0.6435
Uridine,b0337,b3665,codA,adeD,double,0.6435
Uridine,b0870,b0907,ltaE,serC,double,0.6435
Uridine,b1779,b3737,gapA,atpE,double,0.6435
Uridine,b1702,b2779,ppsA,eno,double,0.6435
Uridine,b0684,b2895,fldA,fldB,double,0.6435
Uridine,b2926,b3738,pgk,atpB,double,0.6435
Uridine,b0126,b0339,can,cynT,double,0.6435
Uridine,b1779,b3732,gapA,atpD,double,0.6435
Uridine,b2779,b3735,eno,atpH,double,0.6435
Uridine,b2779,b3733,eno,atpG,double,0.6435
Uridine,b1982,b3732,amn,atpD,double,0.6435
Uridine,b3733,b3919,atpG,tpiA,double,0.6435
Uridine,b3735,b3919,atpH,tpiA,double,0.6435
Uridine,b0477,b3738,gsk,atpB,double,0.6435
Uridine,b2708,b3197,srlQ,kdsD,double,0.6435
Uridine,b3737,b3919,atpE,tpiA,double,0.6435
Uridine,b2779,b3737,eno,atpE,double,0.6435
Uridine,b3665,b3737,adeD,atpE,double,0.6435
Uridine,b2779,b3731,eno,atpC,double,0.6435
Uridine,b3731,b3919,atpC,tpiA,double,0.6435
Uridine,b0954,b2836,fabA,aas,double,0.6435
Uridine,b0149,b3396,mrcB,mrcA,double,0.6435
Uridine,b0099,b1865,mutT,nudB,double,0.6435
Uridine,b1622,b3008,malY,metC,double,0.6435
Uridine,b2508,b2867,guaB,xdhB,double,0.6435
Uridine,b0032,b0521,carA,ybcF,double,0.6435
Uridine,b3737,b3831,atpE,udp,double,0.6435
Uridine,b1779,b3733,gapA,atpG,double,0.6435
Uridine,b3829,b4019,metE,metH,double,0.6435
Uridine,b2066,b3665,udk,adeD,double,0.6435
Uridine,b2551,b2913,glyA,serA,double,0.6435
Uridine,b3386,b3735,rpe,atpH,double,0.6435
Uridine,b0954,b3846,fabA,fadB,double,0.6435
Uridine,b3733,b3831,atpG,udp,double,0.6435
Uridine,b2393,b2964,nupC,nupG,double,0.6435
Uridine,b0477,b3734,gsk,atpA,double,0.6435
Uridine,b3386,b3738,rpe,atpB,double,0.6435
Uridine,b2508,b2866,guaB,xdhA,double,0.6435
Uridine,b0477,b3735,gsk,atpH,double,0.6435
Uridine,b0763,b2422,modA,cysA,double,0.6435
Uridine,b0870,b2551,ltaE,glyA,double,0.6435
Uridine,b1517,b3386,lsrF,rpe,double,0.6435
Uridine,b0073,b1800,leuB,dmlA,double,0.6435
Uridine,b0002,b3940,thrA,metL,double,0.6435
Uridine,b0238,b2508,gpt,guaB,double,0.6435
Uridine,b2926,b3735,pgk,atpH,double,0.6435
Uridine,b0337,b3831,codA,udp,double,0.6435
Uridine,b0077,b3671,ilvI,ilvB,double,0.6435
Uridine,b3386,b3732,rpe,atpD,double,0.6435
Uridine,b0171,b0910,pyrH,cmk,double,0.6435
Uridine,b1190,b4053,dadX,alr,double,0.6435
Uridine,b0118,b1276,acnB,acnA,double,0.6435
Uridine,b3736,b3831,atpF,udp,double,0.6435
Uridine,b0764,b2422,modB,cysA,double,0.6435
Uridine,b1982,b3735,amn,atpH,double,0.6435
Uridine,b2779,b3732,eno,atpD,double,0.6435
Uridine,b3732,b3919,atpD,tpiA,double,0.6435
Uridine,b1761,b3213,gdhA,gltD,double,0.6435
Uridine,b1702,b1779,ppsA,gapA,double,0.6435
Uridine,b0763,b2424,modA,cysU,double,0.6435
Uridine,b0033,b0521,carB,ybcF,double,0.6435
Uridine,b0092,b0381,ddlB,ddlA,double,0.6435
Uridine,b1982,b3731,amn,atpC,double,0.6435
Uridine,b1096,b4039,pabC,ubiC,double,0.6435
Uridine,b3735,b3831,atpH,udp,double,0.6435
Uridine,b3734,b3831,atpA,udp,double,0.6435
Uridine,b3665,b3738,adeD,atpB,double,0.6435
Uridine,b0764,b2424,modB,cysU,double,0.6435
Uridine,b3665,b3733,adeD,atpG,double,0.6435
Uridine,b0273,b4254,argF,argI,double,0.6435
Uridine,b0763,b2423,modA,cysW,double,0.6435
Uridine,b2926,b3737,pgk,atpE,double,0.6435
Uridine,b0765,b2423,modC,cysW,double,0.6435
Uridine,b2926,b3736,pgk,atpF,double,0.6435
Uridine,b1982,b3734,amn,atpA,double,0.6435
Uridine,b2926,b3731,pgk,atpC,double,0.6435
Uridine,b1779,b3734,gapA,atpA,double,0.6435
Uridine,b0477,b3736,gsk,atpF,double,0.6435
Uridine,b3665,b3732,adeD,atpD,double,0.6435
Uridine,b1849,b2500,purT,purN,double,0.6435
Uridine,b3386,b3731,rpe,atpC,double,0.6435
Uridine,b3386,b3733,rpe,atpG,double,0.6435
Uridine,b0337,b0477,codA,gsk,double,0.6435
Uridine,b3738,b3831,atpB,udp,double,0.6435
Uridine,b1518,b3386,lsrG,rpe,double,0.6435
Uridine,b1511,b3386,lsrK,rpe,double,0.6435
Uridine,b0078,b3670,ilvH,ilvN,double,0.6435
Uridine,b0477,b3733,gsk,atpG,double,0.6435
Uridine,b1702,b2926,ppsA,pgk,double,0.6435
Uridine,b2436,b3867,hemF,hemN,double,0.6435
Uridine,b3738,b3919,atpB,tpiA,double,0.6435
Uridine,b0077,b3670,ilvI,ilvN,double,0.6435
Uridine,b2779,b3738,eno,atpB,double,0.6435
Uridine,b3665,b3735,adeD,atpH,double,0.6435
Uridine,b2235,b4238,nrdB,nrdD,double,0.6435
Uridine,b3386,b3734,rpe,atpA,double,0.6435
Uridine,b1090,b4041,plsX,plsB,double,0.6435
Uridine,b3665,b3736,adeD,atpF,double,0.6435
Uridine,b2779,b3736,eno,atpF,double,0.6435
Uridine,b0477,b3737,gsk,atpE,double,0.6435
Uridine,b1761,b3212,gdhA,gltB,double,0.6435
Uridine,b3736,b3919,atpF,tpiA,double,0.6435
Uridine,b0477,b3731,gsk,atpC,double,0.6435
Uridine,b2234,b4238,nrdA,nrdD,double,0.6435
Uridine,b1779,b3735,gapA,atpH,double,0.6435
Uridine,b3059,b4041,plsY,plsB,double,0.6435
Uridine,b3386,b3737,rpe,atpE,double,0.6435
Uridine,b0261,b3386,mmuM,rpe,double,0.6435
Uridine,b1982,b3733,amn,atpG,double,0.6435
Uridine,b0674,b3744,asnB,asnA,double,0.6435
Uridine,b0765,b2424,modC,cysU,double,0.6435
Uridine,b0844,b3812,ybjI,yigB,double,0.6435
Uridine,b1982,b3737,amn,atpE,double,0.6435
Uridine,b3734,b3919,atpA,tpiA,double,0.6435
Uridine,b2779,b3734,eno,atpA,double,0.6435
Uridine,b3665,b3734,adeD,atpA,double,0.6435
Uridine,b0078,b3671,ilvH,ilvB,double,0.6435
Uridine,b1378,b3924,pfo,fpr,double,0.6435
Uridine,b0870,b2320,ltaE,pdxB,double,0.6435
Uridine,b2551,b4388,glyA,serB,double,0.6435
Uridine,b2926,b3733,pgk,atpG,double,0.6435
Uridine,b0452,b0954,tesB,fabA,double,0.6435
Uridine,b1692,b3281,ydiB,aroE,double,0.6435
Uridine,b2582,b3781,trxC,trxA,double,0.6435
D-Mannose,b0388,b3390,aroL,aroK,double,0.8091
D-Mannose,b0765,b2422,modC,cysA,double,0.8091
D-Mannose,b0928,b4054,aspC,tyrB,double,0.8091
D-Mannose,b3117,b3772,tdcB,ilvA,double,0.8091
D-Mannose,b2508,b2868,guaB,xdhC,double,0.8091
D-Mannose,b0048,b1606,folA,folM,double,0.8091
D-Mannose,b1779,b3738,gapA,atpB,double,0.8091
D-Mannose,b2926,b3732,pgk,atpD,double,0.8091
D-Mannose,b0764,b2423,modB,cysW,double,0.8091
D-Mannose,b2414,b2421,cysK,cysM,double,0.8091
D-Mannose,b1692,b3281,ydiB,aroE,double,0.8091
D-Mannose,b0155,b1592,clcA,clcB,double,0.8091
D-Mannose,b2926,b3734,pgk,atpA,double,0.8091
D-Mannose,b1779,b3731,gapA,atpC,double,0.8091
D-Mannose,b2465,b2935,tktB,tktA,double,0.8091
D-Mannose,b0907,b2551,serC,glyA,double,0.8091
D-Mannose,b1779,b3736,gapA,atpF,double,0.8091
D-Mannose,b0870,b0907,ltaE,serC,double,0.8091
D-Mannose,b1779,b3737,gapA,atpE,double,0.8091
D-Mannose,b1702,b3919,ppsA,tpiA,double,0.8091
D-Mannose,b1702,b2779,ppsA,eno,double,0.8091
D-Mannose,b0684,b2895,fldA,fldB,double,0.8091
D-Mannose,b0126,b0339,can,cynT,double,0.8091
D-Mannose,b1779,b3732,gapA,atpD,double,0.8091
D-Mannose,b2926,b3738,pgk,atpB,double,0.8091
D-Mannose,b2779,b3735,eno,atpH,double,0.8091
D-Mannose,b2779,b3733,eno,atpG,double,0.8091
D-Mannose,b2779,b3737,eno,atpE,double,0.8091
D-Mannose,b2779,b3731,eno,atpC,double,0.8091
D-Mannose,b0954,b2836,fabA,aas,double,0.8091
D-Mannose,b0149,b3396,mrcB,mrcA,double,0.8091
D-Mannose,b0099,b1865,mutT,nudB,double,0.8091
D-Mannose,b1622,b3008,malY,metC,double,0.8091
D-Mannose,b2508,b2867,guaB,xdhB,double,0.8091
D-Mannose,b0032,b0521,carA,ybcF,double,0.8091
D-Mannose,b1779,b3733,gapA,atpG,double,0.8091
D-Mannose,b3829,b4019,metE,metH,double,0.8091
D-Mannose,b2551,b2913,glyA,serA,double,0.8091
D-Mannose,b3386,b4025,rpe,pgi,double,0.8091
D-Mannose,b0954,b3846,fabA,fadB,double,0.8091
D-Mannose,b2508,b2866,guaB,xdhA,double,0.8091
D-Mannose,b2029,b3386,gnd,rpe,double,0.8091
D-Mannose,b0763,b2422,modA,cysA,double,0.8091
D-Mannose,b0870,b2551,ltaE,glyA,double,0.8091
D-Mannose,b0002,b3940,thrA,metL,double,0.8091
D-Mannose,b0238,b2508,gpt,guaB,double,0.8091
D-Mannose,b0073,b1800,leuB,dmlA,double,0.8091
D-Mannose,b2926,b3735,pgk,atpH,double,0.8091
D-Mannose,b0077,b3671,ilvI,ilvB,double,0.8091
D-Mannose,b0171,b0910,pyrH,cmk,double,0.8091
D-Mannose,b1190,b4053,dadX,alr,double,0.8091
D-Mannose,b0118,b1276,acnB,acnA,double,0.8091
D-Mannose,b0764,b2422,modB,cysA,double,0.8091
D-Mannose,b1852,b3386,zwf,rpe,double,0.8091
D-Mannose,b2779,b3732,eno,atpD,double,0.8091
D-Mannose,b0763,b2424,modA,cysU,double,0.8091
D-Mannose,b1702,b1779,ppsA,gapA,double,0.8091
D-Mannose,b1761,b3213,gdhA,gltD,double,0.8091
D-Mannose,b0033,b0521,carB,ybcF,double,0.8091
D-Mannose,b0092,b0381,ddlB,ddlA,double,0.8091
D-Mannose,b1096,b4039,pabC,ubiC,double,0.8091
D-Mannose,b0764,b2424,modB,cysU,double,0.8091
D-Mannose,b0273,b4254,argF,argI,double,0.8091
D-Mannose,b0763,b2423,modA,cysW,double,0.8091
D-Mannose,b2926,b3737,pgk,atpE,double,0.8091
D-Mannose,b0765,b2423,modC,cysW,double,0.8091
D-Mannose,b2926,b3736,pgk,atpF,double,0.8091
D-Mannose,b2926,b3731,pgk,atpC,double,0.8091
D-Mannose,b1779,b3734,gapA,atpA,double,0.8091
D-Mannose,b1849,b2500,purT,purN,double,0.8091
D-Mannose,b0767,b3386,pgl,rpe,double,0.8091
D-Mannose,b0078,b3670,ilvH,ilvN,double,0.8091
D-Mannose,b1702,b2926,ppsA,pgk,double,0.8091
D-Mannose,b2436,b3867,hemF,hemN,double,0.8091
D-Mannose,b2779,b3738,eno,atpB,double,0.8091
D-Mannose,b0077,b3670,ilvI,ilvN,double,0.8091
D-Mannose,b2235,b4238,nrdB,nrdD,double,0.8091
D-Mannose,b1090,b4041,plsX,plsB,double,0.8091
D-Mannose,b2779,b3736,eno,atpF,double,0.8091
D-Mannose,b1761,b3212,gdhA,gltB,double,0.8091
D-Mannose,b2234,b4238,nrdA,nrdD,double,0.8091
D-Mannose,b1779,b3735,gapA,atpH,double,0.8091
D-Mannose,b3059,b4041,plsY,plsB,double,0.8091
D-Mannose,b0674,b3744,asnB,asnA,double,0.8091
D-Mannose,b0765,b2424,modC,cysU,double,0.8091
D-Mannose,b0844,b3812,ybjI,yigB,double,0.8091
D-Mannose,b2779,b3734,eno,atpA,double,0.8091
D-Mannose,b0078,b3671,ilvH,ilvB,double,0.8091
D-Mannose,b1378,b3924,pfo,fpr,double,0.8091
D-Mannose,b0870,b2320,ltaE,pdxB,double,0.8091
D-Mannose,b2551,b4388,glyA,serB,double,0.8091
D-Mannose,b2926,b3733,pgk,atpG,double,0.8091
D-Mannose,b0452,b0954,tesB,fabA,double,0.8091
D-Mannose,b2708,b3197,srlQ,kdsD,double,0.8091
D-Mannose,b2582,b3781,trxC,trxA,double,0.8091
D-Fructose,b0092,b0381,ddlB,ddlA,double,0.8091
D-Fructose,b0388,b3390,aroL,aroK,double,0.8091
D-Fructose,b2436,b3867,hemF,hemN,double,0.8091
D-Fructose,b0077,b3670,ilvI,ilvN,double,0.8091
D-Fructose,b0765,b2422,modC,cysA,double,0.8091
D-Fructose,b2235,b4238,nrdB,nrdD,double,0.8091
D-Fructose,b3829,b4019,metE,metH,double,0.8091
D-Fructose,b0928,b4054,aspC,tyrB,double,0.8091
D-Fructose,b2551,b2913,glyA,serA,double,0.8091
D-Fructose,b1096,b4039,pabC,ubiC,double,0.8091
D-Fructose,b3117,b3772,tdcB,ilvA,double,0.8091
D-Fructose,b0033,b0521,carB,ybcF,double,0.8091
D-Fructose,b3386,b4025,rpe,pgi,double,0.8091
D-Fructose,b1090,b4041,plsX,plsB,double,0.8091
D-Fructose,b2508,b2868,guaB,xdhC,double,0.8091
D-Fructose,b0048,b1606,folA,folM,double,0.8091
D-Fructose,b1761,b3212,gdhA,gltB,double,0.8091
D-Fructose,b0954,b3846,fabA,fadB,double,0.8091
D-Fructose,b0764,b2423,modB,cysW,double,0.8091
D-Fructose,b1817,b2167,manX,fruA,double,0.8091
D-Fructose,b2414,b2421,cysK,cysM,double,0.8091
D-Fructose,b0764,b2424,modB,cysU,double,0.8091
D-Fructose,b1819,b2167,manZ,fruA,double,0.8091
D-Fructose,b0273,b4254,argF,argI,double,0.8091
D-Fructose,b0763,b2423,modA,cysW,double,0.8091
D-Fructose,b2508,b2866,guaB,xdhA,double,0.8091
D-Fructose,b1817,b2169,manX,fruB,double,0.8091
D-Fructose,b1692,b3281,ydiB,aroE,double,0.8091
D-Fructose,b0765,b2423,modC,cysW,double,0.8091
D-Fructose,b2029,b3386,gnd,rpe,double,0.8091
D-Fructose,b2234,b4238,nrdA,nrdD,double,0.8091
D-Fructose,b0763,b2422,modA,cysA,double,0.8091
D-Fructose,b0870,b2551,ltaE,glyA,double,0.8091
D-Fructose,b3059,b4041,plsY,plsB,double,0.8091
D-Fructose,b0155,b1592,clcA,clcB,double,0.8091
D-Fructose,b2465,b2935,tktB,tktA,double,0.8091
D-Fructose,b0073,b1800,leuB,dmlA,double,0.8091
D-Fructose,b0907,b2551,serC,glyA,double,0.8091
D-Fructose,b0002,b3940,thrA,metL,double,0.8091
D-Fructose,b0238,b2508,gpt,guaB,double,0.8091
D-Fructose,b0870,b0907,ltaE,serC,double,0.8091
D-Fructose,b0674,b3744,asnB,asnA,double,0.8091
D-Fructose,b0077,b3671,ilvI,ilvB,double,0.8091
D-Fructose,b0765,b2424,modC,cysU,double,0.8091
D-Fructose,b0763,b2424,modA,cysU,double,0.8091
D-Fructose,b1818,b2167,manY,fruA,double,0.8091
D-Fructose,b0844,b3812,ybjI,yigB,double,0.8091
D-Fructose,b1761,b3213,gdhA,gltD,double,0.8091
D-Fructose,b0126,b0339,can,cynT,double,0.8091
D-Fructose,b0171,b0910,pyrH,cmk,double,0.8091
D-Fructose,b1819,b2169,manZ,fruB,double,0.8091
D-Fructose,b1190,b4053,dadX,alr,double,0.8091
