substrate,ko_gene1,ko_gene2,ko_gene3,ko_type,ko_reaction,rescue_reaction,rescue_rxn_name,match_key,match_type,rescue_source,rescue_layer,rescue_gene_rule,rescued_biomass,wt_biomass,pct_rescue,n_rescue_variants,n_ko_reactions
D-Xylose,b0841,b1278,b3057,triple,UDCPDP,UDCPDPex; UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),mnx:MNXR105042,mnx,iML1515; universal_model,1,b1278 or b3057 or b0841,0.71116,0.7112,100.0,2,1
D-Xylose,b2502,b2744,b4226,triple,PPA,IDPh; IDPm; MNXR4373; PPA_1; PPA_1pp; PPAer; PPAm; PPAn; r0009,"rhea:24576; Inorganic diphosphatase; Inorganic diphosphatase (one proton translocation) (periplasm); Inorganic diphosphatase, endoplasmic reticulum; Inorganic diphosphatase, nuclear; Pyrophosphate energized proton pump; Inorganic pyrophosphatase; Pyrophosphate phosphohydrolase EC:3.6.1.1",ec:3.6.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.71116,0.7112,100.0,9,1
Fructose-6-Phosphate,b0475,b1019,b2431,triple,FCLT,FCLT_1; FCLT_2; FCLTm; MNXR70157,rhea:22584; Ferrochelatase  mitochondrial; Ferrochelatase; Heme B synthesis reaction,ec:4.99.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.86887,0.8689,100.0,4,1
Fructose-6-Phosphate,b0754,b1704,b2601,triple,DDPA,DDPA_1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,bigg:DDPA,bigg,universal_model,2,,0.86887,0.8689,100.0,1,1
Fructose-6-Phosphate,b0754,b1704,b2601,triple,DDPA,DDPAm; DPHS; MNXR1486,rhea:14717; 2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial; 3-deoxy-7-phosphoheptulonate synthase,ec:2.5.1.54,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.86887,0.8689,100.0,3,1
Fructose-6-Phosphate,b0763,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.86887,0.8689,100.0,4,1
Fructose-6-Phosphate,b0764,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.86887,0.8689,100.0,4,1
Fructose-6-Phosphate,b0765,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.86887,0.8689,100.0,4,1
Fructose-6-Phosphate,b0841,b1278,b3057,triple,UDCPDP,UDCPDPex; UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),mnx:MNXR105042,mnx,iML1515; universal_model,1,b1278 or b3057 or b0841,0.86887,0.8689,100.0,2,1
Fructose-6-Phosphate,b2502,b2744,b4226,triple,PPA,IDPh; IDPm; MNXR4373; PPA_1; PPA_1pp; PPAer; PPAm; PPAn; r0009,"rhea:24576; Inorganic diphosphatase; Inorganic diphosphatase (one proton translocation) (periplasm); Inorganic diphosphatase, endoplasmic reticulum; Inorganic diphosphatase, nuclear; Pyrophosphate energized proton pump; Inorganic pyrophosphatase; Pyrophosphate phosphohydrolase EC:3.6.1.1",ec:3.6.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.86887,0.8689,100.0,9,1
Fumaric Acid,b0475,b1019,b2431,triple,FCLT,FCLT_1; FCLT_2; FCLTm; MNXR70157,rhea:22584; Ferrochelatase  mitochondrial; Ferrochelatase; Heme B synthesis reaction,ec:4.99.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.40511,0.4051,100.0,4,1
Fumaric Acid,b0754,b1704,b2601,triple,DDPA,DDPA_1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,bigg:DDPA,bigg,universal_model,2,,0.40511,0.4051,100.0,1,1
Fumaric Acid,b0754,b1704,b2601,triple,DDPA,DDPAm; DPHS; MNXR1486,rhea:14717; 2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial; 3-deoxy-7-phosphoheptulonate synthase,ec:2.5.1.54,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.40511,0.4051,100.0,3,1
Fumaric Acid,b0763,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.40511,0.4051,100.0,4,1
Fumaric Acid,b0764,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.40511,0.4051,100.0,4,1
Fumaric Acid,b0765,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.40511,0.4051,100.0,4,1
Fumaric Acid,b0841,b1278,b3057,triple,UDCPDP,UDCPDPex; UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),mnx:MNXR105042,mnx,iML1515; universal_model,1,b1278 or b3057 or b0841,0.40511,0.4051,100.0,2,1
Fumaric Acid,b1611,b1612,b4122,triple,FUM,FUMm; MNXR2338,rhea:12460; Fumarase  mitochondrial,ec:4.2.1.2,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.40511,0.4051,100.0,2,1
Fumaric Acid,b2502,b2744,b4226,triple,PPA,IDPh; IDPm; MNXR4373; PPA_1; PPA_1pp; PPAer; PPAm; PPAn; r0009,"rhea:24576; Inorganic diphosphatase; Inorganic diphosphatase (one proton translocation) (periplasm); Inorganic diphosphatase, endoplasmic reticulum; Inorganic diphosphatase, nuclear; Pyrophosphate energized proton pump; Inorganic pyrophosphatase; Pyrophosphate phosphohydrolase EC:3.6.1.1",ec:3.6.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.40511,0.4051,100.0,9,1
Glucose-1-Phosphate,b0475,b1019,b2431,triple,FCLT,FCLT_1; FCLT_2; FCLTm; MNXR70157,rhea:22584; Ferrochelatase  mitochondrial; Ferrochelatase; Heme B synthesis reaction,ec:4.99.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.80914,0.8091,100.0,4,1
Glucose-1-Phosphate,b0754,b1704,b2601,triple,DDPA,DDPA_1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,bigg:DDPA,bigg,universal_model,2,,0.80914,0.8091,100.0,1,1
Glucose-1-Phosphate,b0754,b1704,b2601,triple,DDPA,DDPAm; DPHS; MNXR1486,rhea:14717; 2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial; 3-deoxy-7-phosphoheptulonate synthase,ec:2.5.1.54,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.80914,0.8091,100.0,3,1
Glucose-1-Phosphate,b0763,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.80914,0.8091,100.0,4,1
Glucose-1-Phosphate,b0764,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.80914,0.8091,100.0,4,1
Glucose-1-Phosphate,b0765,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.80914,0.8091,100.0,4,1
Glucose-1-Phosphate,b0841,b1278,b3057,triple,UDCPDP,UDCPDPex; UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),mnx:MNXR105042,mnx,iML1515; universal_model,1,b1278 or b3057 or b0841,0.80914,0.8091,100.0,2,1
Glucose-1-Phosphate,b2502,b2744,b4226,triple,PPA,IDPh; IDPm; MNXR4373; PPA_1; PPA_1pp; PPAer; PPAm; PPAn; r0009,"rhea:24576; Inorganic diphosphatase; Inorganic diphosphatase (one proton translocation) (periplasm); Inorganic diphosphatase, endoplasmic reticulum; Inorganic diphosphatase, nuclear; Pyrophosphate energized proton pump; Inorganic pyrophosphatase; Pyrophosphate phosphohydrolase EC:3.6.1.1",ec:3.6.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.80914,0.8091,100.0,9,1
Glucose-6-Phosphate,b0475,b1019,b2431,triple,FCLT,FCLT_1; FCLT_2; FCLTm; MNXR70157,rhea:22584; Ferrochelatase  mitochondrial; Ferrochelatase; Heme B synthesis reaction,ec:4.99.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.86887,0.8689,100.0,4,1
Glucose-6-Phosphate,b0754,b1704,b2601,triple,DDPA,DDPA_1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,bigg:DDPA,bigg,universal_model,2,,0.86887,0.8689,100.0,1,1
Glucose-6-Phosphate,b0754,b1704,b2601,triple,DDPA,DDPAm; DPHS; MNXR1486,rhea:14717; 2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial; 3-deoxy-7-phosphoheptulonate synthase,ec:2.5.1.54,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.86887,0.8689,100.0,3,1
Glucose-6-Phosphate,b0763,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.86887,0.8689,100.0,4,1
Glucose-6-Phosphate,b0764,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.86887,0.8689,100.0,4,1
Glucose-6-Phosphate,b0765,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.86887,0.8689,100.0,4,1
Glucose-6-Phosphate,b0841,b1278,b3057,triple,UDCPDP,UDCPDPex; UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),mnx:MNXR105042,mnx,iML1515; universal_model,1,b1278 or b3057 or b0841,0.86887,0.8689,100.0,2,1
Glucose-6-Phosphate,b2502,b2744,b4226,triple,PPA,IDPh; IDPm; MNXR4373; PPA_1; PPA_1pp; PPAer; PPAm; PPAn; r0009,"rhea:24576; Inorganic diphosphatase; Inorganic diphosphatase (one proton translocation) (periplasm); Inorganic diphosphatase, endoplasmic reticulum; Inorganic diphosphatase, nuclear; Pyrophosphate energized proton pump; Inorganic pyrophosphatase; Pyrophosphate phosphohydrolase EC:3.6.1.1",ec:3.6.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.86887,0.8689,100.0,9,1
Glycerol,b0475,b1019,b2431,triple,FCLT,FCLT_1; FCLT_2; FCLTm; MNXR70157,rhea:22584; Ferrochelatase  mitochondrial; Ferrochelatase; Heme B synthesis reaction,ec:4.99.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.48553,0.4855,100.0,4,1
Glycerol,b0754,b1704,b2601,triple,DDPA,DDPA_1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,bigg:DDPA,bigg,universal_model,2,,0.48553,0.4855,100.0,1,1
Glycerol,b0754,b1704,b2601,triple,DDPA,DDPAm; DPHS; MNXR1486,rhea:14717; 2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial; 3-deoxy-7-phosphoheptulonate synthase,ec:2.5.1.54,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.48553,0.4855,100.0,3,1
Glycerol,b0763,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.48553,0.4855,100.0,4,1
Glycerol,b0764,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.48553,0.4855,100.0,4,1
Glycerol,b0765,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.48553,0.4855,100.0,4,1
Glycerol,b0841,b1278,b3057,triple,UDCPDP,UDCPDPex; UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),mnx:MNXR105042,mnx,iML1515; universal_model,1,b1278 or b3057 or b0841,0.48553,0.4855,100.0,2,1
Glycerol,b2502,b2744,b4226,triple,PPA,IDPh; IDPm; MNXR4373; PPA_1; PPA_1pp; PPAer; PPAm; PPAn; r0009,"rhea:24576; Inorganic diphosphatase; Inorganic diphosphatase (one proton translocation) (periplasm); Inorganic diphosphatase, endoplasmic reticulum; Inorganic diphosphatase, nuclear; Pyrophosphate energized proton pump; Inorganic pyrophosphatase; Pyrophosphate phosphohydrolase EC:3.6.1.1",ec:3.6.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.48553,0.4855,100.0,9,1
Inosine,b0475,b1019,b2431,triple,FCLT,FCLT_1; FCLT_2; FCLTm; MNXR70157,rhea:22584; Ferrochelatase  mitochondrial; Ferrochelatase; Heme B synthesis reaction,ec:4.99.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.84503,0.845,100.0,4,1
Inosine,b0754,b1704,b2601,triple,DDPA,DDPA_1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,bigg:DDPA,bigg,universal_model,2,,0.84503,0.845,100.0,1,1
Inosine,b0754,b1704,b2601,triple,DDPA,DDPAm; DPHS; MNXR1486,rhea:14717; 2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial; 3-deoxy-7-phosphoheptulonate synthase,ec:2.5.1.54,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.84503,0.845,100.0,3,1
Inosine,b0763,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.84503,0.845,100.0,4,1
Inosine,b0764,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.84503,0.845,100.0,4,1
Inosine,b0765,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.84503,0.845,100.0,4,1
Inosine,b0841,b1278,b3057,triple,UDCPDP,UDCPDPex; UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),mnx:MNXR105042,mnx,iML1515; universal_model,1,b1278 or b3057 or b0841,0.84503,0.845,100.0,2,1
Inosine,b2393,b2406,b2964,triple,INSt2pp,INSt2; INSt2_copy1; INSt2_copy2,Inosine transport in via proton symport,mnx:MNXR100850,mnx,iJR904; universal_model,2,b2964,0.84503,0.845,100.0,3,1
Inosine,b2502,b2744,b4226,triple,PPA,IDPh; IDPm; MNXR4373; PPA_1; PPA_1pp; PPAer; PPAm; PPAn; r0009,"rhea:24576; Inorganic diphosphatase; Inorganic diphosphatase (one proton translocation) (periplasm); Inorganic diphosphatase, endoplasmic reticulum; Inorganic diphosphatase, nuclear; Pyrophosphate energized proton pump; Inorganic pyrophosphatase; Pyrophosphate phosphohydrolase EC:3.6.1.1",ec:3.6.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.84503,0.845,100.0,9,1
L-Arabinose,b0061,b3583,b4198,triple,RBP4E,MNXR4588,rhea:22368,ec:5.1.3.4,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.71116,0.7112,100.0,1,1
L-Arabinose,b0475,b1019,b2431,triple,FCLT,FCLT_1; FCLT_2; FCLTm; MNXR70157,rhea:22584; Ferrochelatase  mitochondrial; Ferrochelatase; Heme B synthesis reaction,ec:4.99.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.71116,0.7112,100.0,4,1
L-Arabinose,b0754,b1704,b2601,triple,DDPA,DDPA_1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,bigg:DDPA,bigg,universal_model,2,,0.71116,0.7112,100.0,1,1
L-Arabinose,b0754,b1704,b2601,triple,DDPA,DDPAm; DPHS; MNXR1486,rhea:14717; 2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial; 3-deoxy-7-phosphoheptulonate synthase,ec:2.5.1.54,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.71116,0.7112,100.0,3,1
L-Arabinose,b0763,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.71116,0.7112,100.0,4,1
L-Arabinose,b0764,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.71116,0.7112,100.0,4,1
L-Arabinose,b0765,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.71116,0.7112,100.0,4,1
L-Arabinose,b0841,b1278,b3057,triple,UDCPDP,UDCPDPex; UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),mnx:MNXR105042,mnx,iML1515; universal_model,1,b1278 or b3057 or b0841,0.71116,0.7112,100.0,2,1
L-Arabinose,b2502,b2744,b4226,triple,PPA,IDPh; IDPm; MNXR4373; PPA_1; PPA_1pp; PPAer; PPAm; PPAn; r0009,"rhea:24576; Inorganic diphosphatase; Inorganic diphosphatase (one proton translocation) (periplasm); Inorganic diphosphatase, endoplasmic reticulum; Inorganic diphosphatase, nuclear; Pyrophosphate energized proton pump; Inorganic pyrophosphatase; Pyrophosphate phosphohydrolase EC:3.6.1.1",ec:3.6.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.71116,0.7112,100.0,9,1
L-Aspartic Acid,b0475,b1019,b2431,triple,FCLT,FCLT_1; FCLT_2; FCLTm; MNXR70157,rhea:22584; Ferrochelatase  mitochondrial; Ferrochelatase; Heme B synthesis reaction,ec:4.99.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.40511,0.4051,100.0,4,1
L-Aspartic Acid,b0754,b1704,b2601,triple,DDPA,DDPA_1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,bigg:DDPA,bigg,universal_model,2,,0.40511,0.4051,100.0,1,1
L-Aspartic Acid,b0754,b1704,b2601,triple,DDPA,DDPAm; DPHS; MNXR1486,rhea:14717; 2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial; 3-deoxy-7-phosphoheptulonate synthase,ec:2.5.1.54,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.40511,0.4051,100.0,3,1
L-Aspartic Acid,b0763,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.40511,0.4051,100.0,4,1
L-Aspartic Acid,b0764,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.40511,0.4051,100.0,4,1
L-Aspartic Acid,b0765,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.40511,0.4051,100.0,4,1
L-Aspartic Acid,b0841,b1278,b3057,triple,UDCPDP,UDCPDPex; UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),mnx:MNXR105042,mnx,iML1515; universal_model,1,b1278 or b3057 or b0841,0.40511,0.4051,100.0,2,1
L-Aspartic Acid,b2502,b2744,b4226,triple,PPA,IDPh; IDPm; MNXR4373; PPA_1; PPA_1pp; PPAer; PPAm; PPAn; r0009,"rhea:24576; Inorganic diphosphatase; Inorganic diphosphatase (one proton translocation) (periplasm); Inorganic diphosphatase, endoplasmic reticulum; Inorganic diphosphatase, nuclear; Pyrophosphate energized proton pump; Inorganic pyrophosphatase; Pyrophosphate phosphohydrolase EC:3.6.1.1",ec:3.6.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.40511,0.4051,100.0,9,1
L-Fucose,b0475,b1019,b2431,triple,FCLT,FCLT_1; FCLT_2; FCLTm; MNXR70157,rhea:22584; Ferrochelatase  mitochondrial; Ferrochelatase; Heme B synthesis reaction,ec:4.99.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.64547,0.6455,100.0,4,1
L-Fucose,b0754,b1704,b2601,triple,DDPA,DDPA_1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,bigg:DDPA,bigg,universal_model,2,,0.64547,0.6455,100.0,1,1
L-Fucose,b0754,b1704,b2601,triple,DDPA,DDPAm; DPHS; MNXR1486,rhea:14717; 2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial; 3-deoxy-7-phosphoheptulonate synthase,ec:2.5.1.54,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.64547,0.6455,100.0,3,1
L-Fucose,b0763,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.64547,0.6455,100.0,4,1
L-Fucose,b0764,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.64547,0.6455,100.0,4,1
L-Fucose,b0765,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.64547,0.6455,100.0,4,1
L-Fucose,b0841,b1278,b3057,triple,UDCPDP,UDCPDPex; UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),mnx:MNXR105042,mnx,iML1515; universal_model,1,b1278 or b3057 or b0841,0.64547,0.6455,100.0,2,1
L-Fucose,b2502,b2744,b4226,triple,PPA,IDPh; IDPm; MNXR4373; PPA_1; PPA_1pp; PPAer; PPAm; PPAn; r0009,"rhea:24576; Inorganic diphosphatase; Inorganic diphosphatase (one proton translocation) (periplasm); Inorganic diphosphatase, endoplasmic reticulum; Inorganic diphosphatase, nuclear; Pyrophosphate energized proton pump; Inorganic pyrophosphatase; Pyrophosphate phosphohydrolase EC:3.6.1.1",ec:3.6.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.64547,0.6455,100.0,9,1
L-Galactonic Acid,b0475,b1019,b2431,triple,FCLT,FCLT_1; FCLT_2; FCLTm; MNXR70157,rhea:22584; Ferrochelatase  mitochondrial; Ferrochelatase; Heme B synthesis reaction,ec:4.99.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.71209,0.7121,100.0,4,1
L-Galactonic Acid,b0754,b1704,b2601,triple,DDPA,DDPA_1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,bigg:DDPA,bigg,universal_model,2,,0.71209,0.7121,100.0,1,1
L-Galactonic Acid,b0754,b1704,b2601,triple,DDPA,DDPAm; DPHS; MNXR1486,rhea:14717; 2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial; 3-deoxy-7-phosphoheptulonate synthase,ec:2.5.1.54,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.71209,0.7121,100.0,3,1
L-Galactonic Acid,b0763,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.71209,0.7121,100.0,4,1
